source;target
Cliente540;Producto16
Cliente328;Producto1
Cliente746;Producto6
Cliente2;Producto19
Cliente505;Producto8
Cliente600;Producto3
Cliente125;Producto10
Cliente646;Producto10
Cliente332;Producto3
Cliente677;Producto13
Cliente257;Producto7
Cliente252;Producto15
Cliente57;Producto13
Cliente994;Producto4
Cliente813;Producto6
Cliente811;Producto5
Cliente356;Producto4
Cliente385;Producto9
Cliente227;Producto7
Cliente52;Producto12
Cliente475;Producto19
Cliente901;Producto6
Cliente529;Producto2
Cliente523;Producto1
Cliente174;Producto13
Cliente266;Producto18
Cliente582;Producto13
Cliente719;Producto11
Cliente680;Producto5
Cliente48;Producto14
Cliente881;Producto13
Cliente356;Producto11
Cliente367;Producto2
Cliente969;Producto8
Cliente510;Producto10
Cliente389;Producto9
Cliente388;Producto7
Cliente270;Producto4
Cliente641;Producto4
Cliente730;Producto5
Cliente951;Producto18
Cliente327;Producto4
Cliente176;Producto14
Cliente980;Producto7
Cliente475;Producto1
Cliente147;Producto20
Cliente24;Producto7
Cliente664;Producto8
Cliente875;Producto10
Cliente418;Producto11
Cliente574;Producto19
Cliente250;Producto8
Cliente731;Producto5
Cliente175;Producto1
Cliente299;Producto9
Cliente126;Producto11
Cliente142;Producto13
Cliente321;Producto7
Cliente897;Producto13
Cliente686;Producto14
Cliente97;Producto14
Cliente166;Producto17
Cliente624;Producto11
Cliente773;Producto1
Cliente369;Producto16
Cliente378;Producto3
Cliente358;Producto14
Cliente890;Producto4
Cliente383;Producto5
Cliente68;Producto13
Cliente92;Producto7
Cliente575;Producto12
Cliente947;Producto5
Cliente980;Producto16
Cliente299;Producto2
Cliente289;Producto2
Cliente227;Producto5
Cliente977;Producto19
Cliente108;Producto1
Cliente711;Producto5
Cliente257;Producto15
Cliente175;Producto6
Cliente762;Producto5
Cliente145;Producto4
Cliente731;Producto13
Cliente523;Producto7
Cliente106;Producto3
Cliente976;Producto8
Cliente118;Producto14
Cliente759;Producto19
Cliente721;Producto6
Cliente720;Producto4
Cliente82;Producto2
Cliente14;Producto16
Cliente914;Producto1
Cliente983;Producto17
Cliente74;Producto1
Cliente924;Producto9
Cliente857;Producto5
Cliente721;Producto17
Cliente663;Producto7
Cliente227;Producto7
Cliente781;Producto11
Cliente552;Producto4
Cliente253;Producto18
Cliente201;Producto2
Cliente768;Producto5
Cliente940;Producto1
Cliente621;Producto7
Cliente646;Producto16
Cliente211;Producto2
Cliente586;Producto1
Cliente208;Producto1
Cliente983;Producto5
Cliente751;Producto19
Cliente936;Producto8
Cliente877;Producto17
Cliente988;Producto20
Cliente364;Producto10
Cliente49;Producto11
Cliente896;Producto3
Cliente360;Producto3
Cliente803;Producto19
Cliente601;Producto15
Cliente779;Producto14
Cliente30;Producto18
Cliente542;Producto3
Cliente722;Producto3
Cliente47;Producto5
Cliente365;Producto1
Cliente955;Producto16
Cliente881;Producto4
Cliente60;Producto12
Cliente252;Producto11
Cliente835;Producto1
Cliente411;Producto2
Cliente393;Producto18
Cliente474;Producto19
Cliente244;Producto7
Cliente133;Producto3
Cliente469;Producto9
Cliente555;Producto5
Cliente799;Producto18
Cliente898;Producto17
Cliente249;Producto16
Cliente403;Producto19
Cliente132;Producto13
Cliente731;Producto8
Cliente202;Producto8
Cliente238;Producto10
Cliente317;Producto4
Cliente14;Producto6
Cliente370;Producto17
Cliente480;Producto11
Cliente17;Producto4
Cliente972;Producto7
Cliente873;Producto7
Cliente112;Producto7
Cliente379;Producto11
Cliente956;Producto7
Cliente91;Producto2
Cliente95;Producto3
Cliente52;Producto3
Cliente939;Producto14
Cliente757;Producto19
Cliente141;Producto19
Cliente287;Producto9
Cliente898;Producto7
Cliente591;Producto10
Cliente250;Producto4
Cliente882;Producto10
Cliente425;Producto7
Cliente25;Producto6
Cliente806;Producto20
Cliente918;Producto8
Cliente869;Producto13
Cliente804;Producto14
Cliente100;Producto12
Cliente975;Producto8
Cliente360;Producto8
Cliente811;Producto12
Cliente476;Producto3
Cliente686;Producto18
Cliente490;Producto14
Cliente185;Producto1
Cliente108;Producto13
Cliente825;Producto11
Cliente883;Producto16
Cliente545;Producto2
Cliente752;Producto6
Cliente545;Producto8
Cliente298;Producto8
Cliente694;Producto12
Cliente694;Producto7
Cliente869;Producto8
Cliente136;Producto19
Cliente214;Producto17
Cliente38;Producto6
Cliente889;Producto10
Cliente27;Producto12
Cliente924;Producto18
Cliente706;Producto3
Cliente880;Producto14
Cliente819;Producto17
Cliente567;Producto18
Cliente963;Producto13
Cliente945;Producto10
Cliente167;Producto18
Cliente573;Producto15
Cliente588;Producto3
Cliente193;Producto5
Cliente240;Producto20
Cliente267;Producto7
Cliente947;Producto13
Cliente825;Producto2
Cliente856;Producto11
Cliente577;Producto8
Cliente14;Producto3
Cliente155;Producto13
Cliente927;Producto20
Cliente1;Producto1
Cliente341;Producto4
Cliente471;Producto15
Cliente735;Producto7
Cliente900;Producto16
Cliente993;Producto6
Cliente323;Producto16
Cliente37;Producto12
Cliente333;Producto9
Cliente408;Producto16
Cliente722;Producto14
Cliente663;Producto7
Cliente158;Producto2
Cliente497;Producto19
Cliente64;Producto3
Cliente653;Producto18
Cliente674;Producto5
Cliente509;Producto3
Cliente484;Producto14
Cliente161;Producto2
Cliente78;Producto4
Cliente142;Producto15
Cliente971;Producto9
Cliente905;Producto12
Cliente33;Producto4
Cliente273;Producto20
Cliente268;Producto20
Cliente520;Producto17
Cliente333;Producto18
Cliente46;Producto10
Cliente654;Producto6
Cliente286;Producto18
Cliente558;Producto2
Cliente584;Producto9
Cliente222;Producto14
Cliente872;Producto9
Cliente596;Producto5
Cliente738;Producto14
Cliente224;Producto2
Cliente394;Producto19
Cliente180;Producto16
Cliente278;Producto12
Cliente559;Producto16
Cliente982;Producto18
Cliente521;Producto12
Cliente128;Producto2
Cliente155;Producto5
Cliente319;Producto6
Cliente833;Producto10
Cliente938;Producto9
Cliente431;Producto17
Cliente558;Producto8
Cliente497;Producto2
Cliente703;Producto13
Cliente863;Producto20
Cliente597;Producto3
Cliente407;Producto14
Cliente276;Producto2
Cliente332;Producto8
Cliente940;Producto13
Cliente44;Producto3
Cliente165;Producto4
Cliente43;Producto16
Cliente435;Producto14
Cliente254;Producto14
Cliente643;Producto17
Cliente246;Producto10
Cliente974;Producto7
Cliente646;Producto7
Cliente149;Producto18
Cliente926;Producto9
Cliente665;Producto9
Cliente131;Producto13
Cliente803;Producto6
Cliente800;Producto5
Cliente882;Producto12
Cliente904;Producto12
Cliente412;Producto14
Cliente881;Producto1
Cliente555;Producto2
Cliente342;Producto15
Cliente140;Producto9
Cliente734;Producto6
Cliente466;Producto7
Cliente111;Producto7
Cliente160;Producto19
Cliente113;Producto5
Cliente52;Producto18
Cliente830;Producto8
Cliente13;Producto10
Cliente736;Producto7
Cliente543;Producto13
Cliente872;Producto6
Cliente817;Producto13
Cliente188;Producto2
Cliente554;Producto14
Cliente431;Producto13
Cliente407;Producto18
Cliente628;Producto3
Cliente337;Producto4
Cliente658;Producto20
Cliente17;Producto10
Cliente839;Producto10
Cliente636;Producto20
Cliente492;Producto5
Cliente958;Producto9
Cliente283;Producto10
Cliente309;Producto7
Cliente939;Producto4
Cliente161;Producto5
Cliente556;Producto8
Cliente734;Producto6
Cliente448;Producto5
Cliente559;Producto18
Cliente817;Producto5
Cliente853;Producto11
Cliente518;Producto4
Cliente530;Producto18
Cliente364;Producto1
Cliente413;Producto3
Cliente921;Producto19
Cliente395;Producto4
Cliente222;Producto5
Cliente859;Producto7
Cliente982;Producto8
Cliente651;Producto12
Cliente233;Producto19
Cliente124;Producto5
Cliente963;Producto6
Cliente875;Producto5
Cliente670;Producto6
Cliente480;Producto9
Cliente169;Producto7
Cliente661;Producto9
Cliente400;Producto1
Cliente384;Producto8
Cliente574;Producto8
Cliente812;Producto7
Cliente455;Producto10
Cliente769;Producto13
Cliente469;Producto7
Cliente686;Producto7
Cliente991;Producto1
Cliente987;Producto14
Cliente173;Producto12
Cliente469;Producto7
Cliente730;Producto12
Cliente92;Producto4
Cliente429;Producto9
Cliente456;Producto1
Cliente461;Producto8
Cliente245;Producto3
Cliente873;Producto4
Cliente640;Producto10
Cliente299;Producto19
Cliente38;Producto6
Cliente857;Producto9
Cliente520;Producto16
Cliente966;Producto18
Cliente33;Producto1
Cliente931;Producto10
Cliente791;Producto3
Cliente840;Producto1
Cliente389;Producto13
Cliente374;Producto12
Cliente317;Producto17
Cliente475;Producto6
Cliente862;Producto16
Cliente395;Producto7
Cliente140;Producto7
Cliente374;Producto5
Cliente309;Producto16
Cliente109;Producto2
Cliente990;Producto14
Cliente434;Producto16
Cliente615;Producto9
Cliente421;Producto7
Cliente372;Producto1
Cliente84;Producto13
Cliente972;Producto15
Cliente666;Producto14
Cliente862;Producto20
Cliente757;Producto18
Cliente927;Producto15
Cliente365;Producto8
Cliente777;Producto4
Cliente495;Producto6
Cliente44;Producto12
Cliente822;Producto11
Cliente658;Producto19
Cliente627;Producto7
Cliente851;Producto12
Cliente1000;Producto13
Cliente49;Producto7
Cliente238;Producto9
Cliente618;Producto20
Cliente748;Producto12
Cliente284;Producto6
Cliente14;Producto18
Cliente528;Producto7
Cliente559;Producto18
Cliente179;Producto2
Cliente728;Producto12
Cliente307;Producto5
Cliente237;Producto14
Cliente210;Producto4
Cliente420;Producto12
Cliente206;Producto7
Cliente939;Producto7
Cliente305;Producto2
Cliente317;Producto6
Cliente352;Producto3
Cliente695;Producto8
Cliente793;Producto9
Cliente349;Producto18
Cliente627;Producto11
Cliente776;Producto19
Cliente66;Producto1
Cliente448;Producto17
Cliente571;Producto7
Cliente386;Producto7
Cliente231;Producto4
Cliente243;Producto18
Cliente350;Producto14
Cliente492;Producto20
Cliente991;Producto1
Cliente371;Producto6
Cliente358;Producto16
Cliente286;Producto2
Cliente951;Producto1
Cliente827;Producto11
Cliente474;Producto20
Cliente456;Producto2
Cliente783;Producto3
Cliente218;Producto18
Cliente360;Producto3
Cliente207;Producto5
Cliente519;Producto13
Cliente738;Producto11
Cliente457;Producto8
Cliente259;Producto19
Cliente624;Producto17
Cliente334;Producto9
Cliente3;Producto16
Cliente845;Producto5
Cliente963;Producto5
Cliente745;Producto17
Cliente465;Producto10
Cliente46;Producto13
Cliente152;Producto8
Cliente312;Producto13
Cliente300;Producto2
Cliente614;Producto9
Cliente558;Producto6
Cliente507;Producto3
Cliente263;Producto2
Cliente357;Producto4
Cliente203;Producto12
Cliente819;Producto2
Cliente260;Producto6
Cliente683;Producto6
Cliente182;Producto2
Cliente153;Producto13
Cliente468;Producto5
Cliente261;Producto18
Cliente91;Producto12
Cliente306;Producto5
Cliente479;Producto12
Cliente557;Producto10
Cliente391;Producto14
Cliente74;Producto18
Cliente848;Producto3
Cliente180;Producto17
Cliente738;Producto19
Cliente236;Producto17
Cliente847;Producto9
Cliente824;Producto3
Cliente765;Producto18
Cliente993;Producto11
Cliente414;Producto4
Cliente448;Producto14
Cliente274;Producto2
Cliente418;Producto2
Cliente267;Producto14
Cliente716;Producto6
Cliente524;Producto8
Cliente843;Producto18
Cliente994;Producto7
Cliente417;Producto12
Cliente448;Producto5
Cliente115;Producto1
Cliente434;Producto12
Cliente64;Producto1
Cliente334;Producto7
Cliente187;Producto2
Cliente705;Producto18
Cliente559;Producto19
Cliente273;Producto3
Cliente911;Producto6
Cliente929;Producto8
Cliente630;Producto11
Cliente435;Producto4
Cliente551;Producto9
Cliente248;Producto4
Cliente235;Producto20
Cliente205;Producto5
Cliente317;Producto20
Cliente302;Producto11
Cliente579;Producto10
Cliente190;Producto10
Cliente828;Producto16
Cliente202;Producto16
Cliente152;Producto15
Cliente680;Producto7
Cliente315;Producto13
Cliente973;Producto4
Cliente180;Producto1
Cliente660;Producto1
Cliente236;Producto1
Cliente630;Producto18
Cliente414;Producto15
Cliente172;Producto18
Cliente956;Producto13
Cliente618;Producto8
Cliente177;Producto16
Cliente279;Producto6
Cliente643;Producto2
Cliente736;Producto12
Cliente637;Producto11
Cliente966;Producto3
Cliente908;Producto11
Cliente84;Producto18
Cliente718;Producto3
Cliente409;Producto13
Cliente915;Producto13
Cliente407;Producto9
Cliente417;Producto8
Cliente177;Producto16
Cliente632;Producto5
Cliente206;Producto5
Cliente74;Producto20
Cliente441;Producto1
Cliente706;Producto9
Cliente480;Producto10
Cliente895;Producto16
Cliente560;Producto14
Cliente881;Producto10
Cliente453;Producto19
Cliente404;Producto3
Cliente353;Producto14
Cliente869;Producto1
Cliente605;Producto10
Cliente747;Producto5
Cliente879;Producto12
Cliente301;Producto19
Cliente427;Producto3
Cliente828;Producto3
Cliente652;Producto11
Cliente231;Producto14
Cliente671;Producto9
Cliente762;Producto2
Cliente311;Producto5
Cliente314;Producto9
Cliente122;Producto1
Cliente922;Producto9
Cliente674;Producto16
Cliente643;Producto20
Cliente775;Producto18
Cliente999;Producto17
Cliente384;Producto6
Cliente330;Producto11
Cliente991;Producto6
Cliente263;Producto4
Cliente730;Producto1
Cliente189;Producto12
Cliente640;Producto6
Cliente915;Producto6
Cliente961;Producto15
Cliente913;Producto15
Cliente932;Producto10
Cliente39;Producto7
Cliente12;Producto14
Cliente511;Producto18
Cliente360;Producto16
Cliente968;Producto18
Cliente847;Producto11
Cliente160;Producto17
Cliente236;Producto6
Cliente86;Producto2
Cliente911;Producto17
Cliente335;Producto9
Cliente79;Producto6
Cliente970;Producto17
Cliente805;Producto7
Cliente816;Producto4
Cliente669;Producto20
Cliente548;Producto7
Cliente909;Producto16
Cliente899;Producto14
Cliente758;Producto16
Cliente542;Producto5
Cliente127;Producto7
Cliente642;Producto18
Cliente279;Producto8
Cliente741;Producto15
Cliente998;Producto17
Cliente479;Producto18
Cliente655;Producto8
Cliente624;Producto4
Cliente114;Producto20
Cliente886;Producto5
Cliente111;Producto7
Cliente818;Producto20
Cliente599;Producto9
Cliente13;Producto13
Cliente237;Producto14
Cliente292;Producto13
Cliente276;Producto11
Cliente251;Producto13
Cliente803;Producto5
Cliente681;Producto1
Cliente169;Producto20
Cliente774;Producto8
Cliente347;Producto10
Cliente51;Producto18
Cliente876;Producto10
Cliente932;Producto19
Cliente17;Producto14
Cliente578;Producto9
Cliente76;Producto1
Cliente816;Producto18
Cliente913;Producto17
Cliente671;Producto11
Cliente724;Producto10
Cliente787;Producto12
Cliente576;Producto16
Cliente932;Producto17
Cliente869;Producto14
Cliente235;Producto12
Cliente487;Producto5
Cliente691;Producto19
Cliente866;Producto19
Cliente276;Producto20
Cliente788;Producto11
Cliente842;Producto1
Cliente94;Producto2
Cliente68;Producto12
Cliente261;Producto10
Cliente47;Producto19
Cliente455;Producto11
Cliente275;Producto14
Cliente128;Producto2
Cliente110;Producto4
Cliente18;Producto11
Cliente168;Producto19
Cliente830;Producto11
Cliente631;Producto3
Cliente478;Producto5
Cliente825;Producto3
Cliente736;Producto11
Cliente67;Producto14
Cliente350;Producto2
Cliente527;Producto17
Cliente435;Producto4
Cliente884;Producto2
Cliente477;Producto16
Cliente569;Producto8
Cliente996;Producto6
Cliente897;Producto19
Cliente127;Producto1
Cliente166;Producto3
Cliente769;Producto13
Cliente771;Producto2
Cliente76;Producto14
Cliente621;Producto11
Cliente409;Producto16
Cliente562;Producto4
Cliente988;Producto19
Cliente21;Producto3
Cliente499;Producto10
Cliente985;Producto16
Cliente907;Producto16
Cliente799;Producto4
Cliente265;Producto16
Cliente751;Producto15
Cliente7;Producto1
Cliente156;Producto1
Cliente183;Producto14
Cliente806;Producto19
Cliente819;Producto18
Cliente496;Producto12
Cliente209;Producto6
Cliente933;Producto8
Cliente679;Producto14
Cliente306;Producto11
Cliente200;Producto6
Cliente534;Producto9
Cliente551;Producto14
Cliente224;Producto9
Cliente129;Producto12
Cliente425;Producto2
Cliente20;Producto16
Cliente690;Producto17
Cliente555;Producto20
Cliente218;Producto20
Cliente481;Producto10
Cliente331;Producto17
Cliente843;Producto10
Cliente252;Producto3
Cliente331;Producto4
Cliente483;Producto12
Cliente866;Producto1
Cliente291;Producto6
Cliente614;Producto15
Cliente601;Producto11
Cliente245;Producto15
Cliente552;Producto5
Cliente392;Producto19
Cliente531;Producto11
Cliente771;Producto20
Cliente800;Producto9
Cliente509;Producto19
Cliente740;Producto20
Cliente97;Producto3
Cliente325;Producto5
Cliente205;Producto12
Cliente260;Producto10
Cliente147;Producto17
Cliente509;Producto10
Cliente506;Producto4
Cliente460;Producto10
Cliente276;Producto17
Cliente618;Producto16
Cliente770;Producto1
Cliente760;Producto15
Cliente98;Producto9
Cliente119;Producto7
Cliente273;Producto1
Cliente82;Producto17
Cliente27;Producto13
Cliente894;Producto5
Cliente398;Producto1
Cliente19;Producto10
Cliente988;Producto10
Cliente188;Producto7
Cliente127;Producto12
Cliente681;Producto8
Cliente353;Producto15
Cliente712;Producto14
Cliente759;Producto7
Cliente546;Producto4
Cliente95;Producto2
Cliente659;Producto19
Cliente946;Producto1
Cliente751;Producto10
Cliente659;Producto15
Cliente518;Producto3
Cliente173;Producto13
Cliente404;Producto9
Cliente945;Producto12
Cliente33;Producto8
Cliente76;Producto15
Cliente109;Producto2
Cliente750;Producto7
Cliente374;Producto6
Cliente987;Producto12
Cliente261;Producto13
Cliente178;Producto8
Cliente277;Producto7
Cliente758;Producto16
Cliente478;Producto8
Cliente850;Producto18
Cliente390;Producto19
Cliente721;Producto6
Cliente188;Producto18
Cliente620;Producto6
Cliente761;Producto3
Cliente371;Producto17
Cliente555;Producto14
Cliente731;Producto16
Cliente984;Producto9
Cliente426;Producto18
Cliente837;Producto8
Cliente120;Producto10
Cliente954;Producto18
Cliente782;Producto16
Cliente267;Producto4
Cliente122;Producto9
Cliente805;Producto15
Cliente322;Producto6
Cliente828;Producto8
Cliente319;Producto1
Cliente149;Producto15
Cliente579;Producto12
Cliente842;Producto10
Cliente190;Producto4
Cliente186;Producto5
Cliente679;Producto18
Cliente830;Producto2
Cliente234;Producto14
Cliente481;Producto13
Cliente646;Producto2
Cliente848;Producto19
Cliente907;Producto3
Cliente91;Producto6
Cliente884;Producto19
Cliente369;Producto19
Cliente807;Producto3
Cliente332;Producto19
Cliente639;Producto9
Cliente285;Producto9
Cliente534;Producto3
Cliente860;Producto11
Cliente331;Producto2
Cliente223;Producto17
Cliente32;Producto9
Cliente499;Producto5
Cliente763;Producto20
Cliente72;Producto1
Cliente86;Producto19
Cliente342;Producto6
Cliente398;Producto10
Cliente233;Producto17
Cliente596;Producto11
Cliente721;Producto7
Cliente675;Producto1
Cliente279;Producto17
Cliente724;Producto14
Cliente59;Producto4
Cliente475;Producto11
Cliente607;Producto4
Cliente766;Producto18
Cliente301;Producto17
Cliente806;Producto15
Cliente340;Producto10
Cliente238;Producto1
Cliente493;Producto8
Cliente765;Producto6
Cliente637;Producto15
Cliente675;Producto12
Cliente928;Producto13
Cliente959;Producto14
Cliente775;Producto9
Cliente908;Producto2
Cliente272;Producto4
Cliente473;Producto2
Cliente932;Producto13
Cliente107;Producto12
Cliente83;Producto11
Cliente864;Producto3
Cliente257;Producto13
Cliente367;Producto14
Cliente794;Producto14
Cliente388;Producto20
Cliente52;Producto5
Cliente25;Producto18
Cliente531;Producto6
Cliente359;Producto14
Cliente330;Producto5
Cliente61;Producto14
Cliente77;Producto8
Cliente303;Producto14
Cliente984;Producto17
Cliente632;Producto18
Cliente218;Producto9
Cliente616;Producto7
Cliente890;Producto20
Cliente720;Producto1
Cliente779;Producto11
Cliente369;Producto14
Cliente72;Producto5
Cliente516;Producto20
Cliente653;Producto10
Cliente524;Producto13
Cliente440;Producto17
Cliente770;Producto4
Cliente634;Producto14
Cliente660;Producto10
Cliente435;Producto9
Cliente400;Producto18
Cliente98;Producto20
Cliente144;Producto17
Cliente78;Producto19
Cliente516;Producto13
Cliente397;Producto14
Cliente718;Producto10
Cliente432;Producto16
Cliente405;Producto2
Cliente226;Producto14
Cliente164;Producto6
Cliente913;Producto19
Cliente389;Producto3
Cliente138;Producto12
Cliente977;Producto13
Cliente578;Producto8
Cliente257;Producto19
Cliente165;Producto13
Cliente616;Producto17
Cliente998;Producto4
Cliente911;Producto5
Cliente416;Producto9
Cliente738;Producto12
Cliente301;Producto15
Cliente879;Producto1
Cliente305;Producto8
Cliente787;Producto5
Cliente344;Producto12
Cliente571;Producto9
Cliente350;Producto12
Cliente50;Producto13
Cliente74;Producto19
Cliente156;Producto19
Cliente402;Producto3
Cliente310;Producto2
Cliente382;Producto12
Cliente261;Producto11
Cliente285;Producto19
Cliente84;Producto20
Cliente350;Producto16
Cliente702;Producto18
Cliente761;Producto20
Cliente502;Producto7
Cliente394;Producto19
Cliente533;Producto3
Cliente945;Producto14
Cliente885;Producto6
Cliente710;Producto2
Cliente613;Producto7
Cliente525;Producto19
Cliente115;Producto13
Cliente190;Producto18
Cliente440;Producto13
Cliente735;Producto15
Cliente449;Producto5
Cliente29;Producto5
Cliente428;Producto6
Cliente166;Producto4
Cliente947;Producto1
Cliente732;Producto19
Cliente41;Producto17
Cliente883;Producto19
Cliente233;Producto3
Cliente572;Producto16
Cliente722;Producto15
Cliente225;Producto2
Cliente784;Producto16
Cliente634;Producto6
Cliente933;Producto16
Cliente110;Producto5
Cliente598;Producto20
Cliente133;Producto13
Cliente886;Producto16
Cliente630;Producto11
Cliente137;Producto17
Cliente623;Producto6
Cliente570;Producto5
Cliente102;Producto14
Cliente370;Producto6
Cliente327;Producto17
Cliente750;Producto8
Cliente967;Producto17
Cliente261;Producto9
Cliente490;Producto2
Cliente431;Producto15
Cliente444;Producto16
Cliente953;Producto12
Cliente113;Producto20
Cliente808;Producto10
Cliente375;Producto20
Cliente539;Producto13
Cliente172;Producto20
Cliente983;Producto11
Cliente514;Producto11
Cliente952;Producto6
Cliente918;Producto16
Cliente619;Producto15
Cliente387;Producto3
Cliente819;Producto19
Cliente507;Producto2
Cliente97;Producto10
Cliente881;Producto6
Cliente264;Producto17
Cliente496;Producto18
Cliente998;Producto19
Cliente464;Producto6
Cliente945;Producto5
Cliente749;Producto12
Cliente980;Producto2
Cliente714;Producto4
Cliente796;Producto6
Cliente532;Producto14
Cliente371;Producto14
Cliente817;Producto10
Cliente304;Producto2
Cliente264;Producto17
Cliente313;Producto18
Cliente719;Producto3
Cliente636;Producto20
Cliente697;Producto3
Cliente651;Producto8
Cliente485;Producto5
Cliente737;Producto15
Cliente335;Producto10
Cliente689;Producto6
Cliente121;Producto8
Cliente290;Producto19
Cliente182;Producto5
Cliente545;Producto19
Cliente182;Producto16
Cliente239;Producto2
Cliente478;Producto9
Cliente420;Producto9
Cliente143;Producto16
Cliente724;Producto2
Cliente864;Producto2
Cliente514;Producto3
Cliente482;Producto19
Cliente848;Producto20
Cliente389;Producto3
Cliente330;Producto17
Cliente762;Producto14
Cliente382;Producto20
Cliente249;Producto17
Cliente653;Producto17
Cliente873;Producto13
Cliente35;Producto12
Cliente256;Producto6
Cliente620;Producto9
Cliente409;Producto18
Cliente772;Producto20
Cliente499;Producto12
Cliente959;Producto14
Cliente841;Producto20
Cliente494;Producto15
Cliente130;Producto5
Cliente154;Producto19
Cliente960;Producto19
Cliente164;Producto3
Cliente398;Producto4
Cliente691;Producto10
Cliente450;Producto18
Cliente71;Producto5
Cliente572;Producto6
Cliente708;Producto2
Cliente562;Producto11
Cliente232;Producto19
Cliente511;Producto19
Cliente769;Producto13
Cliente140;Producto2
Cliente970;Producto6
Cliente806;Producto7
Cliente573;Producto15
Cliente124;Producto4
Cliente585;Producto8
Cliente885;Producto17
Cliente842;Producto8
Cliente279;Producto7
Cliente484;Producto3
Cliente503;Producto3
Cliente704;Producto14
Cliente9;Producto18
Cliente793;Producto7
Cliente337;Producto3
Cliente884;Producto2
Cliente992;Producto8
Cliente230;Producto14
Cliente675;Producto19
Cliente685;Producto18
Cliente680;Producto20
Cliente47;Producto15
Cliente537;Producto18
Cliente188;Producto20
Cliente890;Producto11
Cliente338;Producto5
Cliente94;Producto14
Cliente147;Producto2
Cliente665;Producto13
Cliente64;Producto14
Cliente805;Producto7
Cliente699;Producto5
Cliente865;Producto20
Cliente414;Producto20
Cliente387;Producto11
Cliente664;Producto1
Cliente98;Producto20
Cliente792;Producto18
Cliente59;Producto18
Cliente518;Producto4
Cliente867;Producto5
Cliente531;Producto6
Cliente250;Producto13
Cliente866;Producto17
Cliente32;Producto14
Cliente437;Producto14
Cliente937;Producto1
Cliente467;Producto12
Cliente692;Producto16
Cliente544;Producto14
Cliente227;Producto5
Cliente647;Producto19
Cliente292;Producto15
Cliente788;Producto7
Cliente996;Producto5
Cliente671;Producto12
Cliente359;Producto2
Cliente593;Producto18
Cliente475;Producto3
Cliente858;Producto19
Cliente577;Producto3
Cliente437;Producto14
Cliente484;Producto13
Cliente955;Producto3
Cliente764;Producto9
Cliente947;Producto9
Cliente63;Producto18
Cliente410;Producto11
Cliente232;Producto17
Cliente555;Producto9
Cliente332;Producto1
Cliente811;Producto13
Cliente906;Producto17
Cliente868;Producto1
Cliente675;Producto11
Cliente334;Producto20
Cliente386;Producto8
Cliente802;Producto7
Cliente796;Producto9
Cliente563;Producto11
Cliente598;Producto2
Cliente357;Producto16
Cliente898;Producto18
Cliente539;Producto15
Cliente508;Producto16
Cliente192;Producto9
Cliente382;Producto14
Cliente3;Producto13
Cliente454;Producto9
Cliente431;Producto9
Cliente413;Producto19
Cliente924;Producto2
Cliente890;Producto9
Cliente949;Producto15
Cliente108;Producto6
Cliente921;Producto4
Cliente714;Producto13
Cliente155;Producto17
Cliente529;Producto12
Cliente643;Producto13
Cliente46;Producto18
Cliente316;Producto5
Cliente936;Producto1
Cliente154;Producto17
Cliente800;Producto5
Cliente472;Producto10
Cliente754;Producto11
Cliente96;Producto20
Cliente524;Producto6
Cliente673;Producto4
Cliente556;Producto9
Cliente852;Producto19
Cliente230;Producto10
Cliente883;Producto11
Cliente990;Producto15
Cliente265;Producto16
Cliente178;Producto17
Cliente587;Producto16
Cliente904;Producto7
Cliente666;Producto16
Cliente637;Producto2
Cliente963;Producto5
Cliente545;Producto17
Cliente574;Producto17
Cliente761;Producto17
Cliente581;Producto7
Cliente619;Producto19
Cliente428;Producto11
Cliente647;Producto5
Cliente710;Producto6
Cliente604;Producto5
Cliente424;Producto18
Cliente204;Producto7
Cliente314;Producto14
Cliente957;Producto8
Cliente268;Producto15
Cliente814;Producto8
Cliente685;Producto15
Cliente280;Producto8
Cliente283;Producto3
Cliente624;Producto4
Cliente672;Producto6
Cliente569;Producto14
Cliente204;Producto4
Cliente854;Producto6
Cliente870;Producto18
Cliente358;Producto4
Cliente801;Producto10
Cliente753;Producto13
Cliente557;Producto19
Cliente797;Producto16
Cliente786;Producto17
Cliente193;Producto5
Cliente562;Producto8
Cliente902;Producto8
Cliente579;Producto19
Cliente107;Producto20
Cliente861;Producto17
Cliente638;Producto1
Cliente127;Producto20
Cliente291;Producto18
Cliente949;Producto8
Cliente626;Producto15
Cliente522;Producto5
Cliente236;Producto11
Cliente752;Producto13
Cliente566;Producto7
Cliente405;Producto12
Cliente7;Producto10
Cliente764;Producto6
Cliente648;Producto11
Cliente554;Producto18
Cliente766;Producto4
Cliente907;Producto15
Cliente197;Producto4
Cliente426;Producto19
Cliente631;Producto18
Cliente414;Producto3
Cliente947;Producto8
Cliente566;Producto18
Cliente459;Producto11
Cliente179;Producto1
Cliente116;Producto3
Cliente162;Producto3
Cliente639;Producto6
Cliente205;Producto11
Cliente140;Producto3
Cliente489;Producto6
Cliente257;Producto6
Cliente385;Producto6
Cliente40;Producto4
Cliente428;Producto2
Cliente535;Producto1
Cliente505;Producto1
Cliente792;Producto16
Cliente921;Producto6
Cliente502;Producto2
Cliente461;Producto6
Cliente295;Producto2
Cliente293;Producto4
Cliente878;Producto13
Cliente49;Producto18
Cliente740;Producto17
Cliente985;Producto14
